gene_name	p-val
CG2617	0.04762523352665563
Mad1	0.04766528873533276
Tes	0.04767871742629589
Sec71	0.047737031225684665
kraken	0.047757360506103116
CG32267	0.04776989239128114
CG8135	0.04777686182290453
RpL29	0.047793003073052884
Arl1	0.047822450350877545
ftz-f1	0.04796638622889959
MKP-4	0.04804968552234644
CG17221	0.04808498950750182
ptip	0.04811668804007436
Cap-G	0.048222847298007396
Mes4	0.04825787007143986
Pdk1	0.048279341394626085
CG6227	0.048441250973557115
CG17486	0.048523122710295845
bif	0.04854588988497999
CG2862	0.04861563387543832
CG11367	0.04872574946809609
Mtor	0.048735574145479826
CG6766	0.04885324886170613
CG4887	0.04886176345393024
CG4619	0.04894810337288652
Tbp	0.04899490525241836
mt:Cyt-b	0.049018191574024705
smo	0.04904388748433434
Sym	0.049146333354709845
CG9667	0.049300615590777905
Ercc1	0.04933323346378603
Gyk	0.049412802680536765
rig	0.049507202145751626
CG1890	0.049660812955721334
MED22	0.04995340229148971
CG32441	0.05012827648770668
CG33051	0.05024079089874
CG12728	0.05033745030185112
CG2217	0.050354163099043225
CG4586	0.05051253360119622
CG31098	0.05051449745588057
CG12177	0.050553867103939075
Aats-tyr-m	0.05056798885650006
Rab19	0.05064371851949854
fy	0.05065143162369434
